Id,Suburb,Value,Date,NumberOfBedrooms,Type
1773,North Sydney,1029,03/02/2024,3,unit
1774,Waverley,1861,12/05/2023,2,house
1775,Dee Why,659,19/11/2023,2,unit
1776,Penshurst,1408,20/04/2023,3,unit
1777,Wiley Park,1287,15/10/2024,4,house
1778,Kurnell,1272,18/03/2023,2,unit
1779,Narrabeen,1357,15/02/2024,3,unit
1780,Roseville Chase,1152,24/09/2024,3,house
1781,Penrith,1450,30/06/2024,3,house
1782,Turrella,1276,18/05/2024,2,house
1783,Ambarvale,1005,16/05/2024,1,house
1784,Mortdale,1567,26/02/2023,1,house
1785,North Curl Curl,786,16/10/2024,5,house
1786,Frenchs Forest,745,11/04/2024,1,unit
1787,Norwest,1324,22/11/2023,3,unit
1788,Cremorne,1366,20/02/2023,2,house
1789,Bidwill,1376,16/06/2023,2,unit
1790,Rosehill,2020,20/05/2023,2,house
1791,Kingsgrove,1140,11/12/2023,4,house
1792,Fiddletown,768,05/09/2024,2,unit
1793,Rushcutters Bay,670,26/11/2023,1,unit
1794,Denistone East,1242,08/02/2023,4,unit
1795,Strathfield South,622,24/05/2024,5,unit
1796,Rushcutters Bay,1223,13/10/2023,2,unit
1797,Galston,520,24/07/2023,4,unit
1798,Coogee,1084,08/02/2023,3,unit
1799,Emerton,1284,31/08/2023,5,unit
1800,Castlecrag,1185,15/06/2023,1,house
1801,Denham Court,1362,16/07/2024,1,unit
1802,West Ryde,1614,07/01/2024,5,house
1803,Wakeley,1323,11/05/2023,5,house
1804,Greenhills Beach,826,17/04/2023,2,unit
1805,Cambridge Gardens,1241,29/10/2023,2,unit
1806,Mosman,873,22/08/2024,4,unit
1807,Roseville,783,17/10/2023,3,unit
1808,Laughtondale,630,06/09/2023,4,unit
1809,Oxley Park,1183,09/06/2023,4,house
1810,Penshurst,988,27/01/2023,3,unit
1811,Coasters Retreat,1065,14/12/2023,4,unit
1812,Carss Park,1323,23/05/2024,3,unit
1813,Middleton Grange,1065,31/01/2023,2,house
1814,Middle Cove,2158,14/04/2024,2,house
1815,Lakemba,1786,08/11/2023,4,house
1816,Windsor,1059,21/10/2024,3,house
1817,Mount Vernon,1275,24/12/2023,2,house
1818,Waterfall,921,29/07/2023,4,house
1819,Asquith,1366,29/11/2023,2,house
1820,Hurstville,1287,09/12/2023,2,unit
1821,North Manly,1299,01/01/2024,1,unit
1822,North Ryde,1908,11/06/2024,1,house
1823,Glebe,1164,10/04/2024,5,house
1824,Punchbowl,1897,07/09/2024,4,house
1825,Cattai,982,22/12/2023,2,unit
1826,South Penrith,545,03/03/2024,3,unit
1827,Erskineville,1639,12/06/2023,4,house
1828,Bondi Junction,867,14/01/2023,1,unit
1829,Woolloomooloo,945,04/06/2024,5,unit
1830,St Marys,664,05/05/2023,3,unit
1831,Connells Point,1003,11/01/2024,2,unit
1832,Gregory Hills,1221,08/01/2024,2,unit
1833,Caringbah,1842,05/05/2023,4,house
1834,McMahons Point,550,07/01/2023,5,unit
1835,Greystanes,1110,20/10/2024,5,house
1836,Spring Farm,1057,21/07/2023,1,unit
1837,Camellia,828,11/08/2024,1,unit
1838,Morning Bay,800,27/04/2023,3,unit
1839,Arcadia,757,11/04/2024,4,house
1840,Milsons Passage,2142,08/01/2024,3,house
1841,Busby,1893,20/11/2023,5,house
1842,Queens Park,1498,20/03/2024,4,house
1843,Malabar,2088,30/06/2023,5,house
1844,Liberty Grove,1831,17/08/2024,5,house
1845,Narraweena,2209,15/05/2023,5,house
1846,Bronte,572,29/08/2023,1,unit
1847,Potts Hill,1103,29/01/2024,2,unit
1848,Heathcote,1920,17/09/2024,2,house
1849,Fiddletown,2152,23/05/2023,5,house
1850,Kogarah Bay,1233,06/12/2023,3,house
1851,Berowra Creek,1317,08/08/2024,3,unit
1852,Yowie Bay,961,22/04/2024,5,house
1853,North Wahroonga,661,06/08/2023,4,unit
1854,Royal National Park,1702,30/07/2024,4,house
1855,Westleigh,1479,25/09/2023,2,house
1856,Nelson,1131,22/08/2023,5,unit
1857,Bidwill,840,29/03/2023,1,unit
1858,Schofields,619,15/06/2023,3,unit
1859,Centennial Park,1391,11/09/2024,5,unit
1860,Rozelle,1355,25/02/2023,2,unit
1861,Kogarah Bay,1237,27/09/2023,4,house
1862,Marrickville,910,27/02/2024,3,house
1863,Redfern,1167,17/08/2024,3,house
1864,Erskineville,799,24/03/2024,2,unit
1865,Sylvania,1143,08/01/2023,1,unit
1866,Monterey,1182,14/05/2023,2,unit
1867,Rosebery,1345,22/09/2024,3,unit
1868,Gledswood Hills,2238,31/08/2023,4,house
1869,Fairfield Heights,1740,14/01/2024,3,house
1870,South Maroota,892,24/04/2024,1,unit
1871,Narraweena,1447,19/08/2024,3,house
1872,Middle Dural,601,02/07/2023,1,unit
1873,Mount Annan,1951,19/03/2024,3,house
1874,Wareemba,2145,22/05/2024,3,house
1875,East Ryde,1134,26/02/2023,3,unit
1876,Vineyard,1771,05/11/2023,1,house
1877,Ingleside,2013,29/04/2023,3,house
1878,Summer Hill,1266,31/08/2024,4,house
1879,Balgowlah Heights,1558,03/10/2024,2,house
1880,East Ryde,898,28/05/2023,4,house
1881,Connells Point,557,06/03/2024,5,unit
1882,Clarendon,1264,07/02/2024,2,house
1883,Cronulla,939,07/05/2024,3,house
1884,Mona Vale,1039,04/04/2024,4,house
1885,Birchgrove,1714,06/08/2024,2,house
1886,Bardia,1959,10/09/2023,4,house
1887,Fairfield Heights,716,22/07/2023,2,unit
1888,Penshurst,960,29/10/2023,4,unit
1889,Cranebrook,2091,13/08/2024,5,house
1890,Hunters Hill,1960,09/05/2024,4,house
1891,Marsfield,542,25/06/2024,2,unit
1892,Denistone West,989,20/02/2024,4,unit
1893,Whale Beach,932,24/10/2024,2,unit
1894,Minchinbury,942,15/02/2024,1,unit
1895,Leppington,731,08/04/2024,3,unit
1896,Mount Annan,1852,23/03/2023,2,house
1897,Bexley,1167,10/01/2023,2,house
1898,Constitution Hill,1066,19/08/2024,2,house
1899,Collaroy,702,27/07/2024,5,unit
1900,Crows Nest,1134,12/04/2024,3,unit
1901,Chippendale,825,24/06/2024,2,house
1902,Gymea Bay,775,02/10/2024,2,unit
1903,Wakeley,1349,28/07/2023,1,unit
1904,Greystanes,2229,25/01/2024,5,house
1905,Carramar,1369,10/02/2023,5,unit
1906,Plumpton,2208,15/09/2024,3,house
1907,Mount Lewis,711,01/09/2023,3,unit
1908,Earlwood,548,18/12/2023,3,unit
1909,Randwick,510,06/02/2023,4,unit
1910,Yowie Bay,1948,22/02/2023,3,house
1911,Newington,512,03/10/2023,3,unit
1912,Sans Souci,1058,29/02/2024,2,unit
1913,Baulkham Hills,699,08/02/2024,3,unit
1914,Pleasure Point,1165,19/03/2024,2,house
1915,North Balgowlah,1290,13/05/2023,2,house
1916,Newtown,1411,07/02/2024,3,unit
1917,Denistone,876,07/06/2024,1,unit
1918,Meadowbank,1064,09/07/2024,1,unit
1919,Ramsgate Beach,987,24/03/2023,4,house
1920,Lewisham,749,18/02/2023,5,unit
1921,Chipping Norton,1732,09/07/2023,3,house
1922,Killara,1107,22/05/2023,3,unit
1923,Glenwood,1345,30/07/2023,3,house
1924,Newington,1837,29/05/2024,2,house
1925,Henley,1393,07/10/2024,5,unit
1926,Abbotsford,757,29/06/2023,5,unit
1927,Jamisontown,2238,30/05/2023,4,house
1928,Len Waters Estate,1279,12/01/2023,2,house
1929,Edmondson Park,1738,14/08/2024,1,house
1930,Jannali,572,14/10/2024,3,unit
1931,Long Point,1591,09/05/2023,2,house
1932,Milsons Point,1168,04/01/2024,2,house
1933,Heckenberg,744,18/08/2023,4,unit
1934,Birrong,1338,25/08/2023,3,house
1935,Padstow Heights,2091,25/09/2023,5,house
1936,Taren Point,893,26/06/2024,3,unit
1937,Curl Curl,990,24/05/2024,4,unit
1938,Cottage Point,1006,14/04/2024,3,unit
1939,Leppington,1737,26/04/2023,4,house
1940,Leets Vale,814,29/05/2023,1,unit
1941,Panania,2196,07/10/2024,2,house
1942,Mulgoa,1273,20/08/2024,1,house
1943,Narellan Vale,978,25/06/2024,2,house
1944,Leppington,1045,17/07/2023,3,house
1945,West Ryde,2016,01/04/2024,4,house
1946,Petersham,799,15/01/2024,3,house
1947,Horsley Park,1372,15/08/2023,2,house
1948,South Windsor,1400,12/05/2023,4,unit
1949,Glenfield,1803,03/02/2024,1,house
1950,Cromer,1174,26/02/2024,3,house
1951,Cranebrook,912,02/05/2023,2,unit
1952,Woolloomooloo,1348,28/09/2023,4,house
1953,Guildford West,973,04/02/2024,3,unit
1954,Wetherill Park,1587,22/01/2024,2,house
1955,Lidcombe,854,14/01/2023,3,unit
1956,Jordan Springs,1272,07/12/2023,4,unit
1957,Wentworth Point,1030,29/07/2023,3,house
1958,Daceyville,1221,04/02/2023,4,house
1959,Beaumont Hills,917,08/03/2023,3,unit
1960,Kellyville,1038,19/04/2023,5,unit
1961,Tamarama,693,06/02/2023,5,unit
1962,Harris Park,2002,26/09/2023,4,house
1963,Merrylands West,1530,04/02/2023,2,house
1964,The Rocks,1341,19/09/2023,3,house
1965,Scotland Island,1293,14/08/2023,2,house
1966,Enmore,2119,05/05/2024,4,house
1967,Bligh Park,571,13/05/2023,2,unit
1968,Bankstown,1368,25/03/2023,4,house
1969,Henley,876,24/05/2023,4,unit
1970,Westleigh,1228,06/07/2023,2,unit
1971,Stanhope Gardens,1494,03/09/2023,5,unit
1972,Moore Park,1158,19/08/2023,4,unit
1973,West Hoxton,1908,17/09/2024,4,house
1974,South Granville,680,26/10/2023,4,unit
1975,Lewisham,652,30/06/2024,2,unit
1976,Alexandria,1250,28/04/2024,2,unit
1977,Hunters Hill,959,03/10/2023,2,unit
1978,Varroville,815,03/12/2023,3,unit
1979,Narraweena,1361,29/11/2023,5,unit
1980,Drummoyne,1867,23/03/2024,3,house
1981,Palm Beach,1238,12/01/2023,1,unit
1982,Barden Ridge,688,10/01/2023,4,unit
1983,Wiley Park,1360,01/02/2024,3,house
1984,Ruse,1657,31/01/2023,1,house
1985,Five Dock,1026,15/09/2024,1,unit
1986,Greystanes,1115,09/03/2024,2,unit
1987,Killara,996,13/07/2023,5,unit
1988,Arcadia,2014,14/06/2024,3,house
1989,Colyton,976,16/10/2023,3,house
1990,Miranda,2125,09/09/2023,2,house
1991,Hobartville,2061,03/07/2024,3,house
1992,Concord West,1018,23/01/2023,1,house
1993,Clontarf,1371,23/03/2023,4,unit
1994,Henley,538,01/07/2023,4,unit
1995,Werrington Downs,1600,15/09/2024,3,house
1996,Leets Vale,1798,30/01/2024,2,house
1997,Elderslie,1116,29/04/2024,3,house
1998,Claymore,1103,11/07/2023,4,unit
1999,Breakfast Point,589,16/03/2024,1,unit
2000,Fiddletown,2211,06/01/2024,5,house
2001,Cromer,1585,13/04/2024,3,house
2002,Arncliffe,1276,23/01/2024,3,house
2003,Hammondville,1060,18/07/2023,2,house
2004,Ramsgate,1145,13/09/2023,1,unit
2005,Naremburn,1473,13/01/2024,3,unit
2006,Centennial Park,662,25/06/2023,5,unit
2007,Roseville Chase,1240,07/06/2023,2,house
2008,Burraneer,825,23/11/2023,4,unit
2009,Gymea,515,04/02/2023,3,unit
2010,Picnic Point,1549,24/01/2024,3,house
2011,Winston Hills,608,29/09/2024,4,unit
2012,Denistone,2112,29/10/2023,5,house
2013,Westmead,1120,27/08/2023,2,unit
2014,Spring Farm,2104,24/04/2023,2,house
2015,Five Dock,750,03/02/2024,2,unit
2016,North Strathfield,766,14/09/2024,5,unit
2017,Revesby Heights,967,10/12/2023,3,unit
2018,Bow Bowing,1389,11/02/2024,2,unit
2019,Burraneer,959,15/03/2024,2,unit
2020,Glenwood,1419,15/01/2023,2,house
2021,North Bondi,593,21/10/2024,4,unit
2022,Strathfield South,1471,21/04/2023,2,unit
2023,Bankstown Aerodrome,2131,02/12/2023,3,house
2024,Edmondson Park,1600,31/05/2023,1,house
2025,Great Mackerel Beach,1229,07/03/2024,2,unit
2026,Waitara,790,23/12/2023,1,house
2027,Waterloo,1557,06/08/2024,4,house
2028,Varroville,1726,07/03/2024,2,house
2029,Currawong Beach,1036,17/02/2023,3,unit
2030,Sandringham,1369,08/11/2023,4,unit
2031,Yowie Bay,571,12/04/2024,2,unit
2032,Leichhardt,1938,01/03/2024,3,house
2033,Rooty Hill,640,13/07/2024,5,unit
2034,Minto Heights,1493,24/09/2023,4,unit
2035,Cammeray,1292,07/05/2023,1,unit
2036,Ambarvale,1088,23/10/2024,3,unit
2037,Woodpark,2173,25/06/2023,3,house
2038,Kensington,1080,06/04/2023,4,house
2039,Woolloomooloo,1437,10/04/2023,1,house
2040,Wentworth Point,1326,14/02/2023,3,unit
2041,Meadowbank,781,14/09/2024,3,unit
2042,Stanhope Gardens,619,23/06/2024,5,unit
2043,Castle Cove,2203,15/09/2023,4,house
2044,Denistone West,1801,15/03/2024,3,house
2045,Darlinghurst,1265,26/07/2023,4,unit
2046,Plumpton,1215,27/05/2023,1,house
2047,Kangaroo Point,886,17/09/2024,1,house
2048,Ashbury,688,02/04/2023,1,unit
2049,Enmore,1031,31/12/2023,1,unit
2050,Beaconsfield,622,01/10/2024,4,unit
2051,Dean Park,1161,04/07/2023,2,house
2052,Concord,1121,29/01/2023,2,unit
2053,Rosebery,904,02/07/2023,4,unit
2054,Forestville,1168,30/10/2023,4,unit
2055,North Manly,1104,08/02/2024,5,house
2056,Eschol Park,1812,05/01/2023,3,house
2057,Miranda,1959,11/01/2024,1,house
2058,St Peters,2208,14/05/2024,2,house
2059,Guildford,1741,21/10/2024,1,house
2060,Killara,528,09/10/2023,3,unit
2061,Macquarie Links,898,24/08/2023,2,house
2062,Dundas Valley,1662,29/08/2024,3,house
2063,Alexandria,1555,27/07/2024,1,house
2064,North Strathfield,2013,16/05/2024,3,house
2065,Fiddletown,1875,15/10/2023,5,house
2066,Brooklyn,1056,17/02/2023,5,unit
2067,Glenwood,889,29/02/2024,5,unit
2068,Banksmeadow,809,08/10/2023,5,unit
2069,Werrington Downs,952,16/04/2023,5,house
2070,Bankstown Aerodrome,1489,25/11/2023,4,unit
2071,Spring Farm,1176,22/06/2024,2,house
2072,Wattle Grove,1359,10/07/2023,3,house
2073,Cartwright,1021,24/03/2024,4,house
2074,Varroville,1416,07/10/2024,3,unit
2075,Llandilo,1426,02/04/2024,4,unit
2076,Ramsgate Beach,1953,07/02/2023,3,house
2077,Kensington,1478,26/05/2023,3,unit
2078,Jannali,1066,30/06/2024,3,house
2079,Denham Court,1921,26/01/2024,3,house
2080,Arncliffe,583,04/02/2023,2,unit
2081,Castlereagh,1426,30/09/2024,1,unit
2082,Waterfall,883,14/08/2024,3,house
2083,Dangar Island,2167,01/01/2023,4,house
2084,Redfern,1361,23/06/2024,5,unit
2085,Darling Point,918,03/09/2024,2,unit
2086,West Hoxton,1369,20/07/2023,4,unit
2087,St Ives,1470,05/08/2024,3,house
2088,Burwood,1167,06/06/2023,2,house
2089,Ermington,910,15/06/2024,1,unit
2090,Bellevue Hill,2158,16/08/2023,2,house
2091,Hassall Grove,1118,05/07/2024,3,unit
2092,Mount Colah,874,13/01/2023,4,unit
2093,Clemton Park,1029,05/09/2024,4,unit
2094,Ashcroft,690,07/08/2023,2,unit
2095,Killarney Heights,1957,09/05/2023,2,house
2096,Erskineville,1977,15/04/2023,5,house
2097,Rodd Point,911,05/05/2023,2,unit
2098,Kangaroo Point,1293,29/09/2023,2,house
2099,Clontarf,966,22/10/2023,2,house
2100,Millers Point,1954,16/01/2023,5,house
2101,Erskineville,1118,02/07/2024,4,unit
2102,Glen Alpine,1612,03/08/2024,2,house
2103,Long Point,579,01/03/2024,2,unit
2104,Duffys Forest,908,18/12/2023,5,unit
2105,Caringbah,850,26/01/2024,2,house
2106,Holsworthy,1354,17/01/2024,4,unit
2107,Ramsgate Beach,781,24/09/2024,3,house
2108,Clyde,912,04/04/2023,1,house
2109,Canley Heights,1221,17/08/2023,4,house
2110,Dolls Point,641,08/08/2023,1,unit
2111,Kogarah Bay,1347,01/04/2023,1,unit
2112,Oran Park,1843,21/04/2024,1,house
2113,Schofields,1419,21/12/2023,3,unit
2114,Winston Hills,796,25/04/2023,1,unit
2115,Glebe,845,30/04/2023,1,unit
2116,Pitt Town,986,01/03/2024,4,unit
2117,Mortdale,818,09/01/2024,3,unit
2118,Mulgrave,1327,19/05/2023,1,unit
2119,Cobbitty,1146,11/10/2024,5,house
2120,Homebush,664,03/04/2024,2,unit
2121,North Narrabeen,1266,12/02/2024,5,house
2122,Berowra Heights,960,05/02/2024,2,unit
2123,Werrington,1350,10/09/2023,4,unit
2124,Holsworthy,1299,05/04/2024,2,house
2125,Gregory Hills,1557,14/10/2023,5,house
2126,Bexley,1085,06/06/2024,1,unit
2127,Huntingwood,1108,26/05/2024,1,unit
2128,Pitt Town,535,19/07/2023,3,unit
2129,Macquarie Links,876,17/02/2023,4,house
2130,Tempe,1539,15/04/2024,1,house
2131,North Balgowlah,608,20/04/2024,2,unit
2132,Willoughby East,1275,02/05/2023,2,house
2133,Elvina Bay,1374,05/10/2024,1,unit
2134,Five Dock,1609,04/04/2023,5,house
2135,Sackville North,1594,09/03/2023,2,house
2136,Mount Lewis,884,30/06/2024,5,unit
2137,Forest Glen,821,29/05/2024,5,unit
2138,Dee Why,912,12/07/2024,4,unit
2139,Narellan,764,23/04/2023,5,unit
2140,Burwood,1377,18/05/2023,4,unit
2141,Eastern Creek,1539,19/02/2024,2,house
2142,Macquarie Fields,1102,04/10/2024,1,house
2143,Eastlakes,1405,15/07/2024,1,house
2144,Heathcote,2004,20/12/2023,5,house
2145,Clovelly,1185,05/06/2024,3,house
2146,North Wahroonga,1749,04/03/2024,4,house
2147,Clarendon,1218,02/08/2023,2,unit
2148,Orchard Hills,1022,12/10/2023,2,unit
2149,Greenacre,1266,30/04/2024,4,unit
2150,Engadine,1996,13/01/2024,5,house
2151,Windsor,629,14/04/2023,2,unit
2152,Epping,943,30/07/2023,3,unit
2153,Malabar,660,05/09/2023,5,unit
2154,Stanmore,988,28/02/2024,3,unit
2155,Seven Hills,1092,19/10/2023,5,unit
2156,Willoughby,1254,13/09/2023,2,house
2157,McGraths Hill,639,28/06/2024,3,unit
2158,Mona Vale,1344,11/06/2023,5,house
2159,Wallacia,1123,25/06/2024,3,house
2160,Abbotsbury,1284,26/09/2024,2,unit
2161,Clemton Park,929,01/04/2023,1,unit
2162,Linley Point,2068,06/05/2023,2,house
2163,Bella Vista,688,17/04/2024,3,unit
2164,Rhodes,1398,23/09/2024,3,house
2165,Glenorie,953,20/12/2023,5,unit
2166,Ramsgate Beach,1596,29/03/2024,2,house
2167,Curl Curl,1029,08/04/2024,3,house
2168,Cottage Point,1689,28/02/2024,4,house
2169,Cobbitty,1729,25/08/2023,4,house
2170,Fairfield Heights,669,19/03/2024,4,unit
2171,Allambie Heights,1506,18/06/2023,2,house
2172,Auburn,774,12/11/2023,3,house
2173,Turrella,634,14/07/2024,4,unit
2174,North Manly,1609,01/06/2024,1,house
2175,Willmot,820,08/11/2023,4,unit
2176,Berowra,1089,20/11/2023,3,unit
2177,Arndell Park,1714,17/02/2024,5,house
2178,North Strathfield,823,27/09/2023,3,unit
2179,Old Guildford,1273,06/01/2024,2,unit
2180,Varroville,1465,04/05/2023,2,house
2181,Kareela,1440,28/02/2023,4,unit
2182,Revesby,1116,25/02/2024,5,house
2183,McGraths Hill,1212,18/07/2023,4,unit
2184,Tamarama,1360,15/01/2024,1,house
2185,Granville,735,23/10/2024,4,unit
2186,Scotland Island,1624,30/08/2024,1,house
2187,Bidwill,1419,15/02/2024,2,unit
2188,Annangrove,820,15/03/2023,3,house
2189,Mount Annan,1075,19/10/2024,4,unit
2190,Hornsby,985,16/07/2024,2,house
2191,Sandringham,1687,03/06/2024,2,house
2192,Chiswick,1448,23/02/2024,4,unit
2193,Northwood,2014,11/05/2023,1,house
2194,Windsor Downs,836,30/01/2023,5,unit
2195,Woodbine,1084,14/10/2024,2,unit
2196,Peakhurst Heights,1888,25/06/2024,5,house
2197,Kemps Creek,1186,31/01/2024,3,unit
2198,Wollstonecraft,1071,15/11/2023,2,unit
2199,Oakhurst,1251,28/04/2024,3,house
2200,Glen Alpine,1035,14/10/2023,2,unit
2201,Middle Dural,523,30/07/2023,3,unit
2202,Malabar,802,22/01/2024,4,house
2203,Cammeray,1747,21/04/2023,3,house
2204,West Pennant Hills,973,14/03/2024,3,unit
2205,Monterey,652,03/08/2024,2,unit
2206,Mascot,1018,19/03/2024,5,unit
2207,Kingswood,1899,05/05/2023,4,house
2208,Waterloo,987,18/10/2023,5,unit
2209,Pymble,689,07/02/2023,3,unit
2210,Middle Cove,1159,19/01/2023,2,house
2211,Miller,1191,06/08/2023,4,unit
2212,South Coogee,645,26/07/2024,2,unit
2213,Dural,1002,13/01/2024,4,unit
2214,Zetland,1140,31/08/2023,2,unit
2215,Denistone West,1423,19/01/2023,3,unit
2216,Mortdale,1768,11/10/2023,3,house
2217,Yennora,950,07/01/2023,4,unit
2218,Caringbah,978,01/08/2023,1,unit
2219,Edmondson Park,578,05/07/2024,2,unit
2220,Bonnyrigg,1121,03/02/2023,2,unit
2221,Kirrawee,2188,24/09/2023,4,house
2222,Merrylands,1401,24/04/2023,3,house
2223,Singletons Mill,2169,10/05/2023,1,house
2224,Canley Vale,1174,28/07/2024,5,unit
2225,Gladesville,2112,20/04/2024,2,house
2226,Minto,1424,20/08/2023,3,unit
2227,Carnes Hill,646,12/04/2024,4,unit
2228,Bankstown Aerodrome,1881,15/04/2024,2,house
2229,Beaconsfield,1344,12/10/2023,3,unit
2230,Tregear,765,25/02/2024,3,unit
2231,North Rocks,725,03/10/2024,1,unit
2232,Newport,1993,27/10/2023,1,house
2233,Lane Cove,1477,12/04/2023,4,house
2234,Rozelle,2236,18/07/2024,2,house
2235,Barden Ridge,1885,23/04/2023,2,house
2236,Sadleir,1400,01/11/2023,3,unit
2237,Eastlakes,927,18/05/2024,3,house
2238,Werrington,919,17/06/2024,2,house
2239,Connells Point,1054,03/07/2024,5,house
2240,Newington,540,08/05/2024,5,unit
2241,Balmain,997,05/03/2024,3,house
2242,Castlereagh,918,23/01/2023,2,unit
2243,Kellyville Ridge,1797,13/07/2023,4,house
2244,Russell Lea,910,21/04/2024,5,unit
2245,Picnic Point,2196,04/04/2023,3,house
2246,Dee Why,914,22/10/2023,2,unit
2247,Woolloomooloo,1161,19/04/2023,4,unit
2248,Cambridge Gardens,1260,13/07/2023,4,house
2249,Mulgoa,756,09/06/2023,5,unit
2250,Wedderburn,2076,02/10/2024,5,house
2251,Eschol Park,1171,15/06/2023,1,house
2252,Maraylya,664,12/10/2024,4,unit
2253,Gordon,940,14/07/2024,2,house
2254,Bondi Junction,1620,22/08/2023,3,house
2255,Penshurst,816,21/03/2023,2,house
2256,Berowra Waters,757,21/06/2024,5,unit
2257,Currans Hill,895,19/09/2023,1,house
2258,Gymea Bay,1173,28/08/2023,2,unit
2259,Kemps Creek,567,30/01/2024,1,unit
2260,Voyager Point,1067,17/02/2024,3,unit
2261,Arcadia,896,15/01/2024,2,unit
2262,Harrington Park,900,30/04/2024,4,unit
2263,Bossley Park,1140,11/11/2023,2,house
2264,Cromer,1430,15/07/2023,4,unit
2265,Maianbar,1038,10/12/2023,4,unit
2266,Erskineville,1365,12/04/2023,1,unit
2267,North Ryde,2110,08/06/2023,1,house
2268,Beverley Park,1009,28/08/2024,4,house
2269,Girraween,694,28/03/2024,1,unit
2270,Orchard Hills,798,28/05/2024,2,unit
2271,South Penrith,1488,19/05/2024,2,house
2272,Marsden Park,1801,02/06/2024,4,house
2273,Lansvale,830,08/09/2023,4,unit
2274,Earlwood,978,31/08/2023,4,house
2275,Bankstown,2010,01/11/2023,1,house
2276,Bringelly,1027,19/04/2023,3,house
2277,Beverly Hills,2002,18/10/2024,4,house
2278,Castle Hill,1295,26/11/2023,4,unit
2279,Woollahra,1218,13/06/2023,4,house
2280,Randwick,1633,24/07/2024,4,house
2281,Balmain East,1638,20/02/2024,2,house
2282,Eastlakes,1029,18/04/2023,4,unit
2283,Pleasure Point,734,13/04/2023,3,unit
2284,Redfern,1696,09/09/2024,3,house
2285,Kings Langley,1093,07/09/2023,2,house
2286,Raby,558,09/01/2024,3,unit
2287,Old Toongabbie,511,12/10/2023,5,unit
2288,Prairiewood,1165,07/05/2024,2,unit
2289,Carlingford,1309,24/01/2024,2,house
2290,Roseville Chase,647,26/08/2024,3,unit
2291,Roseville,1346,24/06/2023,3,unit
2292,Peakhurst Heights,994,07/12/2023,1,unit
2293,Edensor Park,1299,11/06/2023,1,house
2294,North Manly,1374,23/08/2024,1,house
2295,Birchgrove,1472,08/12/2023,2,unit
2296,Whalan,1864,09/05/2023,2,house
2297,Long Point,1678,09/07/2024,1,house
2298,Badgerys Creek,978,20/03/2024,2,house
2299,Spring Farm,855,10/07/2023,1,house
2300,Kentlyn,1317,07/10/2024,3,unit
2301,Whale Beach,768,02/05/2024,4,house
2302,McCarrs Creek,1507,08/08/2024,3,house
2303,North Balgowlah,542,24/02/2024,1,unit
2304,Menai,1340,01/11/2023,3,unit
2305,Loftus,2121,01/06/2024,1,house
2306,Drummoyne,1255,28/04/2023,4,unit
2307,South Wentworthville,1264,29/01/2023,2,unit
2308,Canley Vale,871,05/04/2024,3,house
2309,Berowra,1605,31/08/2024,3,house
2310,Glenwood,1396,11/02/2023,1,unit
2311,Blakehurst,882,02/02/2023,3,house
2312,Yagoona,964,26/09/2023,2,house
2313,Dundas,749,06/02/2023,1,unit
2314,Watsons Bay,1465,15/06/2023,4,unit
2315,St Johns Park,632,29/06/2024,3,unit
2316,Camperdown,1465,25/02/2023,3,house
2317,Watsons Bay,942,06/05/2024,3,unit
2318,Wallacia,719,30/05/2024,2,unit
2319,Berowra Heights,1687,20/06/2024,2,house
2320,Croydon,789,03/06/2024,5,unit
2321,Birrong,1330,17/06/2024,3,unit
2322,Denistone West,837,28/06/2023,4,house
2323,Berrilee,1372,10/02/2024,3,house
